ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
445,"Showing 15%off on pick a shade but actually showin more discount on pd page",1.6.11.test6,Reopen,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","The product 'stay quirky nail polish it's pastel milady369' showing as 15% discount on pick a shade on its shades, but when user visits PD page of such shade, more discount is displayed.","Discount on pick a shade should match with the pd page","1. Go to stay quirky nail polish it's pastel milady369 product; 2. Go to pick a shade; 3. See 15% off is said on its colors on pick a shade; 4. Now visit product details page compare the discount amount","Android Phone",,0,"21/01/2017 12:59:58 ","26/05/2017 11:09:11 "
446,"Garbage characters shown  in 'ponds firm and lift' having 1299 price",1.6.11.test6,New,High,Minor,Visual,Always,vikram1,"Varun Bhardwaj","Go to  ''ponds firm and lift'' having 1299 price, refer the screenshot for garbage char","Garbage shouldnt be shown","1. Go to above said product; 2. See the screenshot","Android Phone",,0,"21/01/2017 13:01:53 ","23/01/2017 07:32:18 "
447,"when logged out user clicks on ""your beauty from chat box"", after logging , user is not redirected to beauty profile",chatbots_signed_apk,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when logged out user clicks on ""your beauty from chat box"", after logging , user is not redirected to beauty profile","user should be redirected to beauty profile page instead of my favorites page","1. open app; 2. click on chat bots; 3. type ""dandruff""; 4. click on submit; 5. now in chat page , click on ""your beauty profile""; 6. login","Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 07:43:23 ","25/01/2017 11:50:54 "
448,"when clicked on view story, nothing happens",chatbots_signed_apk,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when clicked on view story, nothing happens",,"1. open app; 2. open chatbots; 3. search for shampoo; 4. click on submit; 5. now click on view story","Windows PC Lenovo Generic/All Windows 8",chatbots,2,"25/01/2017 07:49:09 ","26/05/2017 11:16:25 "
449,"when user enters number for search in chatbots, nothing comes, only the loader loads",chatbots_signed_apk,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user enters number for search in chatbots, nothing comes, only the loader loads",,"1. open app; 2. open chatbot; 3. search using any random no; 4. click on submit","Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 07:53:09 ","25/01/2017 09:15:22 "
450,"when user resets the chat, start over text comes.",chatbots_signed_apk,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user resets the chat, start over text comes.","start over text should not come after resetting.","1. open app; 2. go to chatbot; 3. search for dandruff; 4. click on submit; 5. now click on reset button in the chat; 6. click ok; 7. now type some other value","Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 08:02:32 ","25/01/2017 11:49:03 "
451,"category word is coming twice when user searches for dandruff",chatbots_signed_apk,Closed,High,Major,Functional,Always,"Nirali Thakkar",ashishv,"category word is coming twice when user searches for dandruff",,"1. open app; 2. open chat bot; 3. search for dandruff; 4. click on submit","Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 08:04:55 ","26/05/2017 11:20:51 "
452,"when user clicks on your beauty profile, wishlist, etc. user is asked login again and again ",chatbots_signed_apk,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user clicks on your beauty profile, wishlist, etc. user is asked login again and again ",,"1. open app; 2. open chat bot; 3. search for dandruff; 4. click on submit; 5. now open your beauty profile or wishlist; 6. user is asked for login; 7. user is redirected to respective page; 8. now click on back; 9. now open your beauty profile or wishlist again; 10. user is again asked for login","Windows PC Lenovo Generic/All Windows 8",chatbots,2,"25/01/2017 08:09:37 ","25/01/2017 11:47:40 "
453,"some of the text is getting cut in the selection option in chatbot",chatbots_signed_apk,Closed,Medium,Trivial,Usability,Always,"Nirali Thakkar",ashishv,"some of the text is getting cut in the selection option in chatbot",,,"Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 08:19:40 ","26/05/2017 11:23:17 "
454,"when user enters ""special character + nos + character"" for search in chatbots, nothing comes, only the loader loads",chatbots_signed_apk,New,High,Major,Functional,Always,"Nirali Thakkar","Jugal SA","when user enters ""special character + nos + character"" for search in chatbots, nothing comes, only the loader loads",,,"Windows PC Lenovo Generic/All Windows 8",chatbots,0,"25/01/2017 09:07:10 ","27/01/2017 08:13:45 "
455,"when user searches for lipstick, while answering few questions the user gets stuck",chatbots_signed_apk,"Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user searches for lipstick, while answering few questions the user gets stuck. products are not getting displayed",,"1. open app logged out user; 2. open chatbots; 3. search for lipstick; 4. select complexion ""fair skin""; 5. select tone ""cool undertone""; 6. select occassion ""office wear""; 7. select dry lips from the ""what bothers you the most""","Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 09:16:47 ","25/01/2017 10:56:38 "
456,"when user clicks on similar items multiple times, then ""more options"" dnt work ",chatbots_signed_apk,New,High,Major,Functional,Always,"Nirali Thakkar","Jugal SA","when user clicks on similar items multiple times, then ""more options"" dnt work ",,"1. open app; 2. go to chatbots; 3. search for shampoo; 4. answer questions; 5. click on similar products; 6. click on more option; 7. now click on similar again; 8. more option is not working","Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 10:00:53 ","26/05/2017 11:27:20 "
457,"when user chooses another option after selecting hate it, user is asked the same questions again for hair",chatbots_signed_apk,Closed,High,Major,Functional,Always,"Nirali Thakkar","Jugal SA","when user chooses another option after selecting hate it, user is asked the same questions again for hair","if user chooses similar category, user should not ask same questions again and again","1. open app; 2. go to chatbots; 3. search for shampoo; 4. click on submit; 5. answe questions relating to hair; 6. now click on similar product; 7. now click on hate it; 8. choose other and type random; 9. now choose conditioner; 10. user is asked to answe questions relating to hair","Windows PC Lenovo Generic/All Windows 8",chatbots,1,"25/01/2017 10:09:34 ","26/05/2017 11:30:15 "
469,"Remove Don't know.",chatbots_signed_apk,New,Medium,Minor,Functional,Always,"Nikhil Teredesai",ashishv,https://www.screencast.com/t/2hS9V2DCZ,,,,,0,"06/02/2017 13:38:51 ","10/02/2017 07:52:24 "
470,"Chat bot failed to connect after network disconnection. ",chatbots_signed_apk,New,Medium,Minor,Functional,Always,"Nikhil Teredesai",ashishv,"Chat bot failed to connect after network disconnection. ",,"1. Launch the app.; 2. Open Chat; 3. Disconnect device from wifi and reconnect it; 4. Continue using chat; 5. Something went wrong message appears.",,,1,"06/02/2017 13:41:34 ","26/05/2017 12:02:45 "
471,"Minor UI changes.",chatbots_signed_apk,Closed,,Minor,,Always,"Nikhil Teredesai",ashishv,"https://www.screencast.com/t/q8A1Yc3R

https://www.screencast.com/t/cQqUhwD1",,,,,1,"06/02/2017 13:48:36 ","29/05/2017 12:13:00 "
461,"Following things are missing in brand page",1.6.11test7sandbox,Closed,High,Major,Functional,Always,vikram1,"Rahul D","1. Purplle best seller
2. New word missing in releases
3. Featured missing from featured recommendations
4. Shop by category widget missing
5. Brand name is missing in front of item numbers
6. Shop the look missing
7. Best seller & purplle picks missing
8.  some random images are being shown on brand list page
10. items word should be in grey",,,"Android Phone",,1,"31/01/2017 14:48:07 ","13/02/2017 06:42:48 "
464,"Crash on discount filter ",1.6.11test7sandbox,Closed,High,Major,Functional,Always,vikram1,"Rahul D","When user applies a discount filter, app crashes, refer the thorough steps as below",,"1. Go to brands list page; 2. Select any brand ex lakme; 3. Go to filters; 4. Go to discounts; 5. Select 10%, 20-30% and 40% filters; 6. Apply; 7. Again go to discount filter ; 8. Deselct all except 40%; 9. And hit cross button and hit apply and exit","Android Phone",,0,"31/01/2017 15:02:08 ","10/02/2017 14:14:10 "
465,"Please try again shown for some of the brands like l'oreal brand",1.6.11test7sandbox,"Not a Bug",High,Major,Functional,Always,vikram1,"Varun Bhardwaj","For some of the products like ''l'oreal'', please try again message with retry button is appearing",,"1. Go to brands page; 2. Search for ""l'oreal' brand","Android Phone",,0,"31/01/2017 15:03:34 ","03/02/2017 10:20:37 "
466,"Beauty tip is overlapping on payment checkout page when user taps on wallet checkbox and taps on remove coupon button",1.6.11test7sandbox,Closed,High,Major,Functional,Always,vikram1,"Rahul D","if user has applied a coupon and he wants to utilize the purplle wallet amount, he would tick on  'purplle wallet' checkbox, but a popup would appear as 'remove coupon and proceed' and 'select another options', and if user taps on 'remove coupon and proceed' a loader would appear which is coming with the beauty tip and overlapping with the payment options","Beauty tip shouldnt overlap on checkout page","1. Go to cart page and apply coupon both100test; 2. Go to checkout page and tick on purplle wallet; 3. Tap on 'remove coupon and proceed'","Android Phone",,0,"31/01/2017 15:14:16 ","13/02/2017 09:46:21 "
467,"""Shop By Category"" from brand page is nor clickable in production.",1.6.11test7sandbox,Closed,High,Major,,Always,"Nikhil Teredesai","Varun Bhardwaj",https://www.screencast.com/t/oOT2EjjW,,,"Android Phone",,1,"01/02/2017 06:50:57 ","03/02/2017 10:20:19 "
468,"Images also should be clickable on ""shop by category"" page of Brands detail page",1.6.11,Closed,Medium,Minor,Functional,Always,vikram1,"Rahul D","On  Brands page there is  a section as 'shop by category', the images should also be clickable for this.","On  Brands page there is  a section as 'shop by category', the images should also be clickable for this.","1. Go to brads page; 2. search for lakme; 3. Go to brands lakme page; 4. go to shoip by category; 5. See images are not clickable","Android Phone",,0,"06/02/2017 12:44:58 ","14/02/2017 05:53:21 "
472,"Enhancement: Simpl should be at last position on checkout payment page",1.6.11,Closed,Medium,Minor,Suggestion,Always,vikram1,"Rahul D","Enhancement: Simpl should be at last position on checkout payment page","Enhancement: Simpl should be at last position on checkout payment page",,"Android Phone",,0,"08/02/2017 07:56:23 ","13/02/2017 07:10:17 "
488,"Loader is still displayed even if all the notifications are displayed on my notifications page",1.6.11,Closed,Medium,Minor,Functional,Always,vikram1,"Rahul D","Still the loader is displayed on my  notifications page inspite of having all the notifications shown","If all the notifications have got displayed, loader should vanish","1. Go to my notifications page; 2. Scroll down till all the notifications got displayed.","Android Phone",,1,"15/02/2017 06:59:28 ","12/05/2017 11:55:32 "
473,"stock alert is not coming in listing page even though it shows stock alert in product details page",1.6.13.test1,New,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","stock alert is not coming in listing page even though it shows stock alert in product details page","Note: In mock stock alert is shown","1. open app; 2. search for arttificial nails; 3. go to ""Revlon Nail Art Sun Candy Nail Enamel Sun Burst (7.68 ml)""","Android Phone Spice Stellar 507 (Mi-507)",,0,"09/02/2017 09:01:17 ","09/02/2017 14:07:31 "
474,"save card footer design is not as per mock",1.6.13.test1,"Not a Bug",Medium,Major,Visual,Always,"Nirali Thakkar","Rahul Asati","save card footer design is not as per mock

Note: design is not matching with the mock. Attached is the mock for reference",,"1. open app; 2. login; 3. add item in the cart; 4. click on save cart","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"09/02/2017 09:14:00 ","10/02/2017 12:31:59 "
